PROVIDERID,PROVIDERNAME,PROVIDERSERVICETYPE,STREETADDRESS,CITY,STATE,ZIP,COUNTY,COMMUNITY,POINT_X,POINT_Y,AWARDDATE,EXPIRATIONDATE,QRISRATINGLEVEL,TOTALLICENSEDCAPACITY,CCCAPCHILDCOUNT_D1,CCCAPCASECOUNT_D1,CCCAPFAEXPDATE_D1,CCCAPTOTALAUTH_D1,CCCAPFASTATUS_D1,CCCAPFAEXPDATE_D2,CCCAPTOTALAUTH_D2,CCCAPFASTATUS_D2,YEAR_MONTH
46279,UPPER ARKANSA AREA COUNCIL OF GOVERNMENTS HEA,Day care center,1718 Brookside,Canon City,CO,81212,Fremont,Cañon City,-105.190098,38.416794, , ,Level 4,183, , , , , , , , ,20170930
46329,PAMELA CUTSHALL,Day care home,6529 W Louisiana PL,Lakewood,CO,80226,Jefferson,Northeast Jefferson,-105.068823,39.692284,9/1/2017 0:00,9/1/2020 0:00,Level 2,6, , ,10/31/2019 0:00,0,1,10/31/2019 0:00,0,1,20170930
46348,CROW CANYON ARCHAEOLOGICAL CENTER,Resident Camp,23390 County Road K,Cortez,CO,81321,Montezuma,Cortez,-108.620771,37.355721, , , ,204, , , , , , , , ,20170930
46364,STEVENS PRESCHOOL,Preschool,7101 W 38th AVE,Wheat Ridge,CO,80033,Jefferson,Northeast Jefferson,-105.076487,39.771033,2/27/2017 0:00,2/27/2020 0:00,Level 2,40, , , , , , , , ,20170930
46367,FRASER CREATIVE LEARNING CENTER,Day care center,150 Eastom AVE,Fraser,CO,80442,Grand,Granby,-105.819191,39.948565, , ,Level 4,30, , ,8/31/2018 0:00,1,1,8/31/2018 0:00,0,1,20170930
46395,DEBBIE JACQUEZ,Day Care Home 3,6532 Reed CT,Arvada,CO,80003,Jefferson,Northeast Jefferson,-105.074638,39.815444, , ,Level 1,6, , , , , , , , ,20170930
46425,WOODEN SHOE PRESCHOOL & KINDERGARDEN,Day care center,9180 Yarrow ST,Broomfield,CO,80021,Jefferson,Northeast Jefferson,-105.083996,39.862109, , ,Level 1,297, , , , , , , , ,20170930
46455,NEW HORIZONS EDUC ENVIRONMENT,Day care center,1161 E 3rd AVE,Durango,CO,81301,La Plata,Durango,-107.877525,37.275961, , ,Level 1,15, , , , , , , , ,20170930
46475,COMMUNITY PRESCHOOL INC,Day care center,1003 W 6th ST,Loveland,CO,80537,Larimer,Loveland,-105.090394,40.397897, , ,Level 1,64, , , , , , , , ,20170930
46489,TRINIDAD HIGH SCHOOL DAY CARE,Day care center,816 W Street,Trinidad,CO,81082,Las Animas,Trinidad,-104.517453,37.170503,10/27/2016 0:00,10/27/2019 0:00,Level 2,14, , , , , , , , ,20170930
46514,RAINBOW CHILDRENS CENTER,Day care center,2702 Patterson RD,Grand Junction,CO,81506,Mesa,Grand Junction,-108.551368,39.092798, , ,Level 1,75, , , , , , , , ,20170930
46519,CAREER CENTER PRESCHOOL,Preschool,2935 North AVE,Grand Junction,CO,81504,Mesa,Grand Junction,-108.508785,39.075902,3/31/2015 0:00,3/31/2018 0:00,Level 2,15, , , , , , , , ,20170930
46529,KIDS OF THE KINGDOM CHRISTIAN DAY SCH,Day care center,2751 Patterson RD,Grand Junction,CO,81506,Mesa,Grand Junction,-108.542532,39.090829, , ,Level 1,30, , , , , , , , ,20170930
46535,KAREN GALLEGOS,Large day care home,11156 Pearl ST,Northglenn,CO,80233,Adams,West Adams,-104.951255,39.918091,6/30/2015 0:00,6/30/2018 0:00,Level 3,12,5,3,8/31/2019 0:00,5,1,8/31/2019 0:00,6,1,20170930
46535,KAREN GALLEGOS,Large day care home,11156 Pearl ST,Northglenn,CO,80233,Adams,West Adams,-104.978113,39.898976,6/30/2015 0:00,6/30/2018 0:00,Level 3,12,5,3,8/31/2019 0:00,5,1,8/31/2019 0:00,6,1,20170930
46555,LINDA FARRELL,Experienced Child Care Provider,433 Marmot CIR,Silverthorne,CO,80498,Summit,Silverthorne,-106.088977,39.650934,8/23/2017 0:00,8/23/2020 0:00,Level 2,9, , , , , , , , ,20170930
46565,LITTLE PEOPLES LANDING LEARNING CTR,Day care center,8305 S Wadsworth BLVD,Littleton,CO,80128,Jefferson,Northeast Jefferson,-105.0832,39.565847,7/15/2016 0:00,7/15/2019 0:00,Level 2,137,4,3,5/31/2020 0:00,3,1,5/31/2020 0:00,1,1,20170930
46568,LAKEWOOD LEARNING CENTER,Day care center,946 Benton ST,Lakewood,CO,80214,Jefferson,Northeast Jefferson,-105.055302,39.732093,3/31/2016 0:00,3/31/2019 0:00,Level 4,99, , , , , , , , ,20170930
46569,LA PETITE ACADEMY,Day care center,348 S Owens ST,Lakewood,CO,80226,Jefferson,Northeast Jefferson,-105.119914,39.709928,9/11/2017 0:00,9/11/2020 0:00,Level 2,81,50,38,6/30/2019 0:00,65,1,10/3/2017 0:00,70,1,20170930
46578,THE CHILDRENS WORKSHOP EARLY LRNG CTR,Day care center,2822 Silverplume DR,Fort Collins,CO,80526,Larimer,Fort Collins,-105.103943,40.549039,10/30/2015 0:00,10/30/2018 0:00,Level 2,73,3,3,12/31/2019 0:00,3,1,12/31/2019 0:00,2,1,20170930
46579,KINDERCARE LEARNING CENTERS LLC #896,Day care center,1100 Rocky Mountain WAY,Fort Collins,CO,80526,Larimer,Fort Collins,-105.096722,40.549451, , ,Level 4,88,49,39,9/30/2018 0:00,56,1,12/31/2019 0:00,46,1,20170930
46582,THE CHILDRENS WORKSHOP,Day care center,635 S Grant,Fort Collins,CO,80521,Larimer,Fort Collins,-105.090268,40.578766,10/30/2015 0:00,10/30/2018 0:00,Level 2,80,1,1,12/31/2019 0:00,2,1,12/31/2019 0:00,2,1,20170930
46584,TRINITY LUTHERAN PRESCHOOL/DAY CARE,Day care center,208 N Dolores RD,Cortez,CO,81321,Montezuma,Cortez,-108.554259,37.351675,6/30/2016 0:00,6/30/2019 0:00,Level 2,80,26,17,10/31/2019 0:00,26,1,10/31/2019 0:00,23,1,20170930
46640,EAST SIDE CHILD CARE CENTER,Day care center,2717 E 8th ST,Pueblo,CO,81001,Pueblo,Pueblo,-104.561719,38.2759,4/30/2015 0:00,4/28/2018 0:00,Level 4,74,33,22,12/31/2019 0:00,32,1,12/31/2019 0:00,38,1,20170930
46671,GRAND KIDS DAY CARE CENTER,Day care center,1100 Central Park DR UNIT B,Steamboat Springs,CO,80487,Routt,Steamboat Springs,-106.812722,40.46279,6/30/2016 0:00,6/30/2019 0:00,Level 4,46,1,1,12/31/2017 0:00,1,1,12/31/2017 0:00,1,1,20170930
46677,CARRIAGE HOUSE PRESCHOOL,Day care center,890 Airport RD,Breckenridge,CO,80424,Summit,Breckenridge,-106.048994,39.492597,8/31/2016 0:00,8/31/2019 0:00,Level 3,140,12,9,12/31/2017 0:00,13,1,9/2/2018 0:00,11,1,20170930
46680,ABC CENTRAL CHILD DEVELOPMENT CENTER,Day care center,1511 12th AVE,Greeley,CO,80631,Weld,Greeley,-104.698643,40.415047,8/31/2016 0:00,8/31/2019 0:00,Level 4,135,162,102,3/31/2020 0:00,207,1,3/31/2020 0:00,200,1,20170930
46681,GIANT STEP PRESCHOOL & CHILD CARE CTR,Day care center,246 E Main ST,Rangely,CO,81648,Rio Blanco,Rangely,-108.801155,40.087818,6/3/2016 0:00,6/3/2019 0:00,Level 2,15,6,4,6/30/2018 0:00,9,1,6/30/2018 0:00,7,1,20170930
46684,THATCHER LEARNING CENTER AT PARKVIEW,Day care center,522 W 15th ST,Pueblo,CO,81003,Pueblo,Pueblo,-104.6145,38.280127, , ,Level 1,115, , , , , , , , ,20170930
46707,LITTLE RED SCHOOL HOUSE,Day care center,4598 Owl Creek RD,Snowmass Village,CO,81615,Pitkin,Snowmass Village,-106.930313,39.214921,10/31/2015 0:00,10/31/2018 0:00,Level 3,30, , , , , ,7/31/2019 0:00,1,1,20170930
46708,RAINBOW PRESCHOOL & ROCKIES SCHOOL AGE PROGRA,Day care center,538 W Colorado AVE,Telluride,CO,81435,San Miguel,Telluride,-107.816666,37.93844,10/5/2016 0:00,10/5/2019 0:00,Level 2,45,3,2,12/31/2017 0:00,5,1,12/31/2017 0:00,5,1,20170930
46730,TEMPLE SINAI PRESCHOOL,Day care center,3509 S Glencoe ST,Denver,CO,80237,Denver,Denver,-104.926432,39.652188, , ,Level 1,161, , , , , , , , ,20170930
46759,BUILDING BLOCKS,Day care center,6500 E 72nd AVE,Commerce City,CO,80022,Adams,Commerce City,-104.912336,39.826573,3/31/2017 0:00,3/31/2020 0:00,Level 4,20,3,3,6/30/2019 0:00,3,1,8/31/2019 0:00,8,1,20170930
46766,ADVENTURE CHILD CARE CENTER,Day care center,5800 W 18th ST,Greeley,CO,80634,Weld,Greeley,-104.773752,40.409595,7/31/2015 0:00,7/31/2018 0:00,Level 2,187,103,63,3/31/2020 0:00,132,1,3/31/2020 0:00,130,1,20170930
46768,ERIE ELEMENTARY PRESCHOOL,Preschool,4137 NE County LIne RD,ERIE,CO,80516,Boulder,Lafayette-Louisville,-105.055568,40.049807,5/5/2017 0:00,5/5/2020 0:00,Level 2,40, , , , , , , , ,20170930
46772,FIRST CONGREGATIONAL CHURCH PRESCHOOL,Preschool,2101 16th ST,Greeley,CO,80631,Weld,Greeley,-104.712321,40.414697, , ,Level 1,36, , , , , ,8/31/2020 0:00,0,1,20170930
46773,CAROL MASCENIK,Infant /toddler home,7332 S Miller ST,Littleton,CO,80127,Jefferson,Northeast Jefferson,-105.113881,39.583859, , ,Level 1,4, , , , , , , , ,20170930
46797,GETHSEMANE LUTHERAN SCHOOL,Day care center,10675 N Washington ST,Northglenn,CO,80233,Adams,West Adams,-104.9784,39.890266, , ,Level 1,59,2,2,6/30/2019 0:00,2,1,6/30/2019 0:00,3,1,20170930
46800,LITTLE VILLAGE CHRISTIAN DAY CARE,Day care center,4550 E 128th AVE,Thornton,CO,80241,Adams,West Adams,-104.934163,39.927443,3/31/2017 0:00,3/31/2020 0:00,Level 2,90, , ,2/28/2019 0:00,2,1,2/28/2019 0:00,0,1,20170930
46815,HOLY LOVE PRESCHOOL,Preschool,4210 S Chambers RD,Aurora,CO,80014,Arapahoe,South Aurora,-104.808993,39.640479, , ,Level 1,64, , , , , , , , ,20170930
46817,FOOTHILLS CHRISTIAN PRESCHOOL,Day care center,6100 S Devinney WAY,Littleton,CO,80127,Jefferson,Northeast Jefferson,-105.155068,39.606153, , ,Level 1,140, , , , , , , , ,20170930
46818,FAITH COMMUNITY CHILD DEVELOPMENT CTR,Day care center,6228 S Carr CT,Littleton,CO,80123,Jefferson,Northeast Jefferson,-105.092406,39.604009, , ,Level 4,85, , , , , , , , ,20170930
46819,BETHLEHEM LUTHERAN PRESCHOOL/CHILDCARE,Day care center,2100 N Wadsworth BLVD,Lakewood,CO,80214,Jefferson,Northeast Jefferson,-105.081339,39.74913, , ,Level 1,125,1,1,10/31/2019 0:00,5,1,10/31/2019 0:00,3,1,20170930
46828,PAULA BRISTOW,Experienced Child Care Provider,1892 S Faifax ST,Denver,CO,80222,Denver,Denver,-104.928417,39.682273, , ,Level 2,8, , , , , , , , ,20170930
46832,LA PETITE ACADEMY,Day care center,3615 Rio Vista DR,Colorado Springs,CO,80917,El Paso,Colorado Springs,-104.721879,38.884225,5/31/2016 0:00,5/31/2019 0:00,Level 2,107,62,42,1/31/2020 0:00,76,1,1/31/2020 0:00,73,1,20170930
46833,LA PETITE ACADEMY,Day care center,2760 Purgatory DR,Colorado Springs,CO,80918,El Paso,Colorado Springs,-104.775716,38.923742, , ,Level 3,98,31,18,12/31/2017 0:00,38,1,12/31/2017 0:00,34,1,20170930
46836,WEE BLEW INN,Preschool,314 12th ST,Burlington,CO,80807,Kit Carson,Burlington,-102.265011,39.303647, , ,Level 1,30, , , , , , , , ,20170930
46899,BETHEL CHRISTIAN SCHOOL,Preschool,1450 Airport BLVD,Aurora,CO,80011,Arapahoe,East Arapahoe,-104.790648,39.738874,5/8/2017 0:00,5/8/2020 0:00,Level 2,75, , , , , , , , ,20170930
46900,CYNTHIA OSIECZANEK,Day care home,6388 S Garland CT,Littleton,CO,80123,Jefferson,Northeast Jefferson,-105.101957,39.601263,5/9/2017 0:00,5/9/2020 0:00,Level 2,6, , , , , , , , ,20170930
46905,BOULDER MONTESSORI SCHOOL,Day care center,3300 Redstone RD,Boulder,CO,80305,Boulder,Boulder,-105.253203,39.964992, , ,Level 4,90,1,1,10/31/2019 0:00,2,1,10/31/2019 0:00,1,1,20170930
46925,PRESBYTERIAN PRESCHOOL,Preschool,1300 E Riverview AVE,Fort Morgan,CO,80701,Morgan,Fort Morgan,-103.786022,40.261167, , ,Level 1,20, , , , , , , , ,20170930
46938,BOULDER DAY NURSERY,Day care center,1518 Spruce ST,Boulder,CO,80302,Boulder,Boulder,-105.275896,40.019428, , ,Level 4,60,15,14,5/31/2019 0:00,17,1,5/31/2019 0:00,15,1,20170930
46939,BIXBY SCHOOL,Day care center,4760 Table Mesa DR,Boulder,CO,80305,Boulder,Boulder,-105.237752,39.9841, , ,Level 1,46, , , , , , , , ,20170930
46940,BEAUTIFUL SAVIOR LUTHERAN EARLY LEARN,Day care center,6995 W 120th AVE,Broomfield,CO,80020,Broomfield,Broomfield,-105.073698,39.914943,8/31/2016 0:00,8/31/2019 0:00,Level 4,116,4,3,8/30/2019 0:00,5,1,8/30/2019 0:00,5,1,20170930
46941,BROADMOOR COMMUNITY PRESCHOOL,Preschool,315 Lake AVE,Colorado Springs,CO,80906,El Paso,Colorado Springs,-104.832712,38.794206,3/9/2016 0:00,3/9/2019 0:00,Level 2,30, , , , , , , , ,20170930
46949,CALVARY PRESCHOOL,Preschool,4210 Austin Bluffs,Colorado Spring,CO,80918,El Paso,Colorado Springs,-104.752774,38.893694, , ,Level 1,132, , , , , , , , ,20170930
46954,CORNERSTONE PRESCHOOL,Preschool,1000 W 15th AVE,Longmont,CO,80501,Boulder,Longmont,-105.107683,40.185395, , ,Level 1,27, , , , , , , , ,20170930
46957,COTTONWOOD PRESCHOOL,Preschool,5707 S Simm,Littleton,CO,80127,Jefferson,Northeast Jefferson,-105.129551,39.61265,7/29/2016 0:00,7/29/2019 0:00,Level 2,15, , , , , , , , ,20170930
46975,RHONDA BELLIS LAMPE,Day care home,736 Dahlia ST,Denver,CO,80220,Denver,Denver,-104.931326,39.727557, , ,Level 1,6, , , , , , , , ,20170930
46976,TRINITY LUTHERAN SCHOOL,Preschool,52 El Rio DR,Alamosa,CO,81101,Alamosa,Alamosa,-105.878164,37.476145, , ,Level 1,54, , , , , , , , ,20170930
46978,HOLY TRINITY PRESCHOOL,Day care center,6322 S Lakeview,Littleton,CO,80120,Arapahoe,Southwest Arapahoe,-104.998215,39.601879, , ,Level 4,60,1,1,5/31/2020 0:00,2,1,5/31/2020 0:00,3,1,20170930
47006,CHILDRENS GARDEN MONTESSORI SCHOOL DENVER,Day care center,444 Detroit ST,Denver,CO,80206,Denver,Denver,-104.954429,39.72339, , ,Level 1,66, , , , , , , , ,20170930
47011,LA PETITE ACADEMY,Day care center,3900 E 124th AVE,Thornton,CO,80241,Adams,West Adams,-104.940688,39.920889,5/31/2016 0:00,5/31/2019 0:00,Level 3,109,41,32,1/31/2019 0:00,43,1,1/31/2019 0:00,47,1,20170930
47016,HOLY TRINITY PRESCHOOL,Day care center,3050 W 76th AVE,Westminster,CO,80030,Adams,West Adams,-105.02795,39.83448,3/7/2016 0:00,3/7/2019 0:00,Level 2,15, , ,10/31/2019 0:00,1,1,10/31/2019 0:00,1,1,20170930
47017,KINDERCARE LEARNING CENTERS LLC,Day care center,9501 W Coal Mine,Littleton,CO,80123,Jefferson,Northeast Jefferson,-105.104094,39.595529, , ,Level 4,89,41,27,6/30/2022 0:00,52,1,6/30/2022 0:00,51,1,20170930
47019,"LITTLE LAMBS, TRINITY EARLY LEARNING CENTER",Day care center,1215 W 7th,Fort Morgan,CO,80701,Morgan,Fort Morgan,-103.816149,40.257014,10/31/2016 0:00,10/31/2019 0:00,Level 5,60,4,4,5/31/2018 0:00,4,1,5/31/2018 0:00,7,1,20170930
47023,TRINITY LUTHERAN PRESCHOOL/DAYCARE,Day care center,701 W Evans,Pueblo,CO,81004,Pueblo,Pueblo,-104.630013,38.264533, , ,Level 1,93,13,11,2/28/2019 0:00,10,1,2/28/2019 0:00,11,1,20170930
47033,JACQUELINE URENDA,Day care home,726 Acero AVE,Pueblo,CO,81004,Pueblo,Pueblo,-104.638952,38.253824, , ,Level 1,6,4,3,3/31/2019 0:00,8,1,3/31/2019 0:00,12,1,20170930
47035,FAMILY LEARNING CENTER INC,Day care center,3164 34th ST,Boulder,CO,80301,Boulder,Boulder,-105.247442,40.032392, , ,Level 4,38, , , , , , , , ,20170930
47041,UNITED PRESBYTERIAN PRESCHOOL,Preschool,350 Main,Broomfield,CO,80020,Broomfield,Broomfield,-105.071222,39.922798, , ,Level 1,15, , , , , , , , ,20170930
47042,FRANCES ABEYTA,Day Care Home 3,1621 N Franklin ST,Colorado Springs,CO,80907,El Paso,Colorado Springs,-104.810347,38.856892, , ,Level 1,6, , , , , , , , ,20170930
47043,BETHANY BUSY BEE PRESCHOOL,Preschool,6240 S Broadway,Littleton,CO,80122,Arapahoe,Southwest Arapahoe,-104.987192,39.603259, , ,Level 3,61, , , , , ,7/31/2020 0:00,0,1,20170930
47049,MT OLIVE LTHRN CHURCH EARLY CHILD ED,Preschool,11500 E Iliff AVE,Aurora,CO,80014,Arapahoe,South Aurora,-104.854617,39.674207, , ,Level 1,90, , , , , , , , ,20170930
47051,ST MICHAEL ARCHANGEL PRESCHOOL,Preschool,19099 E Floyd AVE,Aurora,CO,80013,Arapahoe,South Aurora,-104.766457,39.656517, , ,Level 1,50, , , , , , , , ,20170930
47058,MYRA ADAMS,Large day care home,450 Walnut AVE,Eaton,CO,80615,Weld,Greeley,-104.728264,40.530591, , ,Level 1,12, , , , , , , , ,20170930
47071,ZION LUTHERAN SCHOOL,Preschool,1400 Skeel ST,Brighton,CO,80601,Adams,Brighton,-104.804715,39.981416, , ,Level 1,82, , , , , , , , ,20170930
47083,HOLY APOSTLES PARENT COOP PRESCHOOL,Day care center,4925 N Carefree CIR,Colorado Springs,CO,80917,El Paso,Colorado Springs,-104.737414,38.884907, , ,Level 4,45, , , , , , , , ,20170930
47085,FIRST STEP PRESCHOOL,Preschool,6845 Shoup Road T,Black Forest,CO,80908,El Paso,Black Forest-Peyton,-104.699802,39.012464,2/23/2016 0:00,2/23/2019 0:00,Level 2,30, , , , , , , , ,20170930
47091,MARY ALFSTAD,Day care home,4451 E Peakview AVE,Littleton,CO,80121,Arapahoe,Southwest Arapahoe,-104.935263,39.599065, , ,Level 1,6, , , , , , , , ,20170930
47110,WASHINGTON PARK EARLY LEARNING CENTER,Preschool,400 S Williams ST,Denver,CO,80209,Denver,Denver,-104.966007,39.70909, , ,Level 1,30, , , , , , , , ,20170930
47119,CAMPBELL CHILD AND FAMILY CENTER,Day care center,0 Units 29 30 31 Fam Ho,Durango,CO,81301,La Plata,Durango,-107.866758,37.279571,11/30/2015 0:00,11/30/2018 0:00,Level 3,107,10,8,12/31/2018 0:00,10,1,12/31/2018 0:00,8,1,20170930
47124,THE DENVER WALDORF SCHOOL,Day care center,2100 S Pennsylvania ST,Denver,CO,80210,Denver,Denver,-104.981107,39.677667, , ,Level 1,90, , , , , , , , ,20170930
47126,DENVER COOPERATIVE PRESCHOOL,Day care center,480 Marion ST,Denver,CO,80218,Denver,Denver,-104.971436,39.723454,4/30/2016 0:00,4/30/2019 0:00,Level 3,54, , , , , , , , ,20170930
47128,DURANGO EARLY LEARNING CENTER,Day care center,890 E 3rd AVE,Durango,CO,81301,La Plata,Durango,-107.877713,37.272514,12/4/2015 0:00,12/4/2018 0:00,Level 2,70, , ,12/31/2018 0:00,0,1,12/31/2018 0:00,1,1,20170930
47130,RYAN ELEMENTARY PRESCHOOL,Preschool,1405 Centaur Village DR,Louisville,CO,80026,Boulder,Lafayette-Louisville,-105.109472,39.979617,2/1/2017 0:00,2/1/2020 0:00,Level 4,32, , , , , , , , ,20170930
47140,FIRST PLYMOUTH LEARNING CENTER,Day care center,3501 S Colorado BLVD,Englewood,CO,80110,Arapahoe,Southwest Arapahoe,-104.941682,39.652093, , ,Level 1,90, , , , , , , , ,20170930
47141,SPIN EARLY CHILDHOOD CARE AND EDUCATION CTR,Day care center,1333 Elm,Canon City,CO,81212,Fremont,Cañon City,-105.219709,38.424921, , ,Level 4,147,35,18,6/30/2018 0:00,35,1,6/30/2018 0:00,34,1,20170930
47144,KINDER HAUS,Day care center,810 E 3rd,Florence,CO,81226,Fremont,Florence,-105.105516,38.389776,7/31/2017 0:00,7/31/2020 0:00,Level 2,79,38,19,5/31/2019 0:00,40,1,5/31/2019 0:00,42,1,20170930
47168,CHILDREN'S HOUSE PRESCHOOL,Day care center,3370 Iris Walk CT,Boulder,CO,80304,Boulder,Boulder,-105.262113,40.035595, , ,Level 1,25, , ,5/31/2019 0:00,0,1,5/31/2019 0:00,0,1,20170930
47171,WESTMINSTER LEARNING CENTER,Day care center,4000 Shaw BLVD,Westminster,CO,80030,Adams,West Adams,-105.039697,39.851236,7/6/2016 0:00,7/6/2019 0:00,Level 2,65, , , , , , , , ,20170930
47178,DEERFIELD HILLS COMMUNITY PRESCHOOL,Day care center,4290 Deerfield Hills RD,Colorado Springs,CO,80916,El Paso,Colorado Springs,-104.747844,38.784565,7/31/2017 0:00,7/31/2020 0:00,Level 3,24,2,2,12/31/2017 0:00,2,1,9/30/2017 0:00,2,1,20170930
47180,THE DRAGONS WAGON,Preschool,22505 US Highway 385,Holyoke,CO,80734,Phillips,Holyoke,-102.305625,40.59056,2/28/2017 0:00,2/29/2020 0:00,Level 4,32, , , , , , , , ,20170930
47181,CSU EARLY CHILDHOOD CENTER,Day care center,223 S Shields,Fort Collins,CO,80521,Larimer,Fort Collins,-105.096662,40.584708, , ,Level 4,137, , , , , , , , ,20170930
47185,FORT COLLINS PRESCHOOL ASSOCIATION,Preschool,1200 S Taft Hill,Fort Collins,CO,80521,Larimer,Fort Collins,-105.114414,40.570508, , ,Level 1,34, , , , , , , , ,20170930
47188,GET SET PRESCHOOL,Preschool,219 E Bijou ST,Colorado Springs,CO,80902,El Paso,Colorado Springs,-104.820251,38.836252, , ,Level 1,34, , , , , , , , ,20170930
47189,GOLDEN RECREATION PRESCHOOL,Day care center,1470 10th ST,Golden,CO,80401,Jefferson,Golden,-105.230019,39.755469,5/31/2016 0:00,5/31/2019 0:00,Level 5,63, , , , , , , , ,20170930
47209,HAPPYLAND SCHOOL,Day care center,1605 S Pueblo BLVD,Pueblo,CO,81005,Pueblo,Pueblo,-104.662971,38.240307, , ,Level 1,64, , , , , , , , ,20170930
47210,HIGHLAND EARLY CHILDHOOD EDUCATION CENTER,Day care center,102 Alpine AVE,Ault,CO,80610,Weld,Ault,-104.73766,40.583082,7/31/2017 0:00,7/31/2020 0:00,Level 3,100,10,5,12/31/2019 0:00,11,1,3/31/2020 0:00,10,1,20170930
47212,IMMANUEL LUTHERAN PRESCHOOL,Day care center,4650 Sunview DR,Loveland,CO,80538,Larimer,Loveland,-105.075609,40.44185, , ,Level 1,119, , , , , , , , ,20170930
47214,JARROW MONTESSORI SCHOOL,Day care center,3900 Orange CT,Boulder,CO,80304,Boulder,Boulder,-105.283956,40.045516, , ,Level 3,153,1,1,5/31/2019 0:00,2,1,5/31/2019 0:00,2,1,20170930
47235,KINDERCARE LEARNING CENTERS LLC,Day care center,2200 S Holly,Denver,CO,80222,Denver,Denver,-104.921428,39.675787, , ,Level 4,163,55,35,5/31/2019 0:00,72,1,5/31/2019 0:00,63,1,20170930
47239,CATHERINE ANDERSEN,Day care home,205 Audrey DR,Loveland,CO,80537,Larimer,Loveland,-105.099666,40.391007, , ,Level 1,6,3,2,12/31/2018 0:00,3,1,12/31/2018 0:00,3,1,20170930
47244,LA ESCUELITA,Preschool,25421 Hwy 69,Gardner,CO,81040,Huerfano,Gardner,-105.167286,37.783352,5/24/2016 0:00,5/24/2019 0:00,Level 2,20, , , , , , , , ,20170930
47255,POPPY ANDREWS,Day care home,3011 S Dexter WAY,Denver,CO,80222,Denver,Denver,-104.933415,39.663475, , ,Level 1,6, , , , , , , , ,20170930
47258,LOVELAND PRESCHOOL INC,Day care center,2500 N Garfield AVE,Loveland,CO,80538,Larimer,Loveland,-105.076899,40.41867, , ,Level 1,52, , , , , , , , ,20170930
47265,MAPLETON MONTESSORI SCHOOL,Day care center,3121 29th ST,Boulder,CO,80301,Boulder,Boulder,-105.256935,40.031472, , ,Level 1,62,2,2,5/31/2019 0:00,2,1,5/31/2019 0:00,4,1,20170930
47278,DOROTHY BARNES,Day care home,180 E 111th PL,Northglenn,CO,80233,Adams,West Adams,-104.98479,39.899092, , ,Level 1,6,1,1,11/30/2019 0:00,1,1,11/30/2019 0:00,1,1,20170930
47300,LA PETITE ACADEMY,Day care center,11180 Eaton ST,Westminster,CO,80020,Jefferson,Northeast Jefferson,-105.058392,39.899435,5/31/2016 0:00,5/31/2019 0:00,Level 3,107,25,19,6/30/2019 0:00,31,1,6/30/2019 0:00,30,1,20170930
47304,LA PETITE ACADEMY,Day care center,17001 E Iliff AVE,Aurora,CO,80013,Arapahoe,South Aurora,-104.789524,39.673534,3/10/2016 0:00,3/10/2018 0:00,Level 2,99,45,30,8/31/2019 0:00,64,1,8/31/2019 0:00,70,1,20170930
47340,NEW HORIZONS COOPERATIVE PRESCHOOL,Preschool,1825 Upland AVE,Boulder,CO,80304,Boulder,Boulder,-105.274686,40.053355,12/31/2015 0:00,12/31/2018 0:00,Level 4,20, , , , , , , , ,20170930
47341,OUR SCHOOL PRESCHOOL,Preschool,776 Cherryvale RD,Boulder,CO,80303,Boulder,Boulder,-105.212086,40.001714,3/31/2017 0:00,3/31/2020 0:00,Level 4,17, , , , , ,5/31/2019 0:00,0,1,20170930
47353,WALNUT HILLS EARLY EDUCATION,Preschool,5400 S Yosemite,Greenwood Village,CO,80111,Arapahoe,Southwest Arapahoe,-104.884416,39.619642, , ,Level 1,60, , , , , , , , ,20170930
47360,ST ANNES EPISCOPAL SCHOOL,Day care center,2701 S York ST,Denver,CO,80210,Denver,Denver,-104.962195,39.66623, , ,Level 1,93, , , , , , , , ,20170930
47361,MT CALVARY RAINBOW CHILD CARE CENTER,Day care center,3485 Stanford CT,Boulder,CO,80305,Boulder,Boulder,-105.254539,39.986732, , ,Level 1,30,1,1,5/31/2019 0:00,1,1,5/31/2019 0:00,0,1,20170930
47363,MONTVIEW COMMUNITY PRESCHOOL,Day care center,1980 Dahlia ST,Denver,CO,80220,Denver,Denver,-104.931854,39.747095, , ,Level 4,96, , , , , , , , ,20170930
47371,NEW CHILD MONTESSORI SCHOOL,Preschool,2855 N 9th ST,Canon City,CO,81212,Fremont,Cañon City,-105.23881,38.467937,8/14/2017 0:00,8/14/2020 0:00,Level 2,20, , , , , , , , ,20170930
47376,NOAH'S ARK CHRISTIAN PRESCHOOL,Day care center,3702 G RD,Palisade,CO,81526,Mesa,Clifton,-108.36695,39.106835, , ,Level 1,40,5,2,1/31/2018 0:00,6,1,1/31/2018 0:00,9,1,20170930
47378,"THOMPSON VALLEY PRESCHOOL, INC.",Preschool,803 E 16th ST,Loveland,CO,80538,Larimer,Loveland,-105.067522,40.409127,6/30/2015 0:00,6/30/2018 0:00,Level 4,25, , , , , , , , ,20170930
47384,GINGER GUILD,Day care home,3010 Indigo CIR S,Fort Collins,CO,80528,Larimer,Fort Collins,-105.021772,40.51747, , ,Level 1,6, , , , , , , , ,20170930
47387,OUR SAVIORS LUTHERAN EARLY CHILDHOOD CTR,Preschool,1800 21st AVE,Greeley,CO,80631,Weld,Greeley,-104.712081,40.410721, , ,Level 1,36, , , , , , , , ,20170930
